study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,length,nosi_at_uni,n_projects_total,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other,id
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,male,Ludwig-Maximilians-Universität München,NA,Yes,1,1,"2, 3, 5, 8, 9",Did hear of RC,"1, 11",2,3,4,R,Yes,No,1,NA,1,1,1,6,6,1,6,1,1,6,6,219s (~3.65 minutes),Yes,1,1,0,0,0,0,503
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Ludwig-Maximilians-Universität München,NA,Yes,1,1,"1, 2, 3, 5, 6, 7, 8",Did hear of RC,"1, 2, 4, 11",4,5,3,R,Yes,Yes,1,"Ich weiß von der Open Science Thematik nur, weil ich in der Fachschaft bin.",1,1,6,6,6,6,6,6,6,6,6,282s (~4.7 minutes),Yes,1,1,0,0,0,0,504
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,no answer,Universität Hildesheim,NA,Yes,1,1,"2, 3, 4, 7, 8, 9",Did not hear of RC,NA,3,4,2,SPSS,No,No,1,NA,1,1,6,6,6,6,6,1,6,6,6,693s (~11.55 minutes),No,1,1,0,0,0,0,505
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Universität Hildesheim,NA,Yes,2,6,"1, 2, 3, 4, 6, 9",Did hear of RC,"6, 11",3,5,3,SPSS,No,No,1,NA,6,6,2,2,6,2,6,6,2,6,6,290s (~4.83 minutes),No,1,0,1,0,0,0,506
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,Ruhr-Universität Bochum,Ruhr-Universität Bochum,Yes,"1, 2, 3",1,"1, 2, 4, 5, 7",Did not hear of RC,NA,3,5,3,"R,SPSS",No,No,1,NA,3,"1, 2, 3",6,6,6,6,3,6,6,6,6,503s (~8.38 minutes),No,3,1,1,1,0,0,507
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,female,Ruhr-Universität Bochum,NA,Yes,"1, 2, 3",1,"1, 2, 6, 8, 9",Did hear of RC,11,2,4,2,R,Not Sure,Not Sure,1,NA,1,1,6,3,6,6,6,6,6,1,6,404s (~6.73 minutes),No,3,1,1,1,0,0,508
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,28,female,Ruhr-Universität Bochum,NA,Yes,"1, 3, 4",6,"3, 4, 7, 8",Did hear of RC,11,4,5,3,"SPSS,R",Not Sure,No,1,"Ich finde es sehr gut, dass es zu der Thematik fragwürdiger Forschungsprakitiken endlich mal eine (gute) Umfrage gibt!!! Danke dafür","1, 3, 4",6,6,6,4,6,6,5,"3, 4","3, 4",6,645s (~10.75 minutes),No,3,1,0,1,1,0,509
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,26,male,Ruhr-Universität Bochum,NA,Yes,1,1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,11,4,5,4,R,Yes,Yes,1,NA,1,1,6,6,6,6,6,6,6,6,6,190s (~3.17 minutes),No,1,1,0,0,0,0,510
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Universität Hildesheim,NA,Yes,1,3,"1, 2, 4, 7, 8, 9",Did hear of RC,"6, 7, 14",3,4,3,SPSS,No,Not Sure,1,NA,6,1,1,6,6,6,6,6,1,6,6,356s (~5.93 minutes),No,1,1,0,0,0,0,511
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,diverse,Ruhr-Universität Bochum,NA,Yes,"1, 3, 5",6,11,Did not hear of RC,NA,4,5,3,"R,SPSS",No,No,1,NA,6,NA,6,"1, 3",6,6,6,6,6,6,6,362s (~6.03 minutes),No,3,1,0,1,0,1,512
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,male,Westfälische Wilhelms-Universität Münster,Westfälische Wilhelms-Universität Münster,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,11,4,5,4,R,Yes,Yes,1,NA,6,6,6,6,6,6,6,6,6,6,6,20088s (~5.58 hours),Yes,3,1,1,1,0,0,513
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Justus-Liebig-Universität Gießen,NA,No,NA,NA,10,Did not hear of RC,NA,4,4,2,SPSS,No,Not Sure,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259s (~4.32 minutes),No,0,NA,NA,NA,NA,NA,514
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,male,Justus-Liebig-Universität Gießen,NA,No,NA,NA,"1, 3, 4, 7, 8, 9",Did hear of RC,"5, 14",4,4,2,"SPSS,Excel",No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325247s (~3.76 days),No,0,NA,NA,NA,NA,NA,515
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,Justus-Liebig-Universität Gießen,NA,No,NA,NA,"5, 6, 7, 8",I don't know,14,3,4,2,"SPSS,Excel",No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24803s (~6.89 hours),No,0,NA,NA,NA,NA,NA,516
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,male,Justus-Liebig-Universität Gießen,NA,No,NA,NA,"2, 5, 6, 8",Did hear of RC,"1, 5, 14",5,5,2,"SPSS,Excel",Not Sure,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347s (~5.78 minutes),No,0,NA,NA,NA,NA,NA,517
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,24,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 2, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 9",Did hear of RC,"5, 11",3,5,3,R,Yes,Yes,1,NA,6,6,3,"1, 2, 3, 5",6,6,6,6,6,6,6,869s (~14.48 minutes),Yes,4,1,1,1,0,1,518
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,30,female,Georg-August-Universität Göttingen,NA,Yes,1,1,10,Did hear of RC,"1, 6, 15",4,5,3,R,Yes,Yes,1,NA,1,1,1,1,1,1,1,1,1,1,1,806s (~13.43 minutes),Yes,1,1,0,0,0,0,519
I don't study (any more),1,M.Sc.,2,Psychology,NA,NA,NA,NA,NA,28,female,Georg-August-Universität Göttingen,NA,Yes,"1, 2, 3, 4, 5",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,15,4,5,4,R,Yes,Yes,1,NA,"1, 3, 4",5,6,6,6,6,6,6,6,6,6,305s (~5.08 minutes),Yes,5,1,1,1,1,1,520
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,26,female,NA,NA,Yes,"1, 2, 3, 5",1,11,Did not hear of RC,NA,3,5,5,R,No,Yes,1,NA,"1, 3",3,6,6,6,6,5,6,6,6,6,11052s (~3.07 hours),No,4,1,1,1,0,1,521
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,28,female,Westfälische Wilhelms-Universität Münster,Westfälische Wilhelms-Universität Münster,Yes,"1, 2, 3, 5",6,"2, 3, 5, 6, 8",Did hear of RC,"3, 4, 6, 9, 11",4,4,2,R,Yes,Yes,1,NA,6,6,"1, 3","1, 3",6,6,1,6,6,6,6,283s (~4.72 minutes),Yes,4,1,1,1,0,1,522
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,male,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 3, 4",5,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"2, 5, 9, 11",5,5,5,R,No,Yes,1,NA,1,2,6,4,6,6,6,6,6,6,6,741s (~12.35 minutes),Yes,3,1,0,1,1,0,523
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,26,female,Universität Osnabrück,NA,No,NA,NA,"1, 4, 7, 11",Did not hear of RC,NA,3,4,1,SPSS,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187s (~3.12 minutes),No,0,NA,NA,NA,NA,NA,524
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Georg-August-Universität Göttingen,NA,Yes,"1, 2",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 3, 4, 6, 7, 9, 14",3,5,4,"Excel,R",Not Sure,Yes,1,NA,"1, 2",1,"1, 2",2,6,6,6,6,6,6,6,283s (~4.72 minutes),Yes,2,1,1,0,0,0,525
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Universität Osnabrück,NA,Yes,"1, 3",6,11,Did not hear of RC,NA,5,5,3,SPSS,No,Yes,1,NA,6,6,6,"1, 3",6,6,6,6,6,6,6,552s (~9.2 minutes),No,2,1,0,1,0,0,526
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,male,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 2, 3, 5",5,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"2, 4, 5, 9, 11, 14",5,4,4,"R,Excel",Yes,Yes,1,NA,"2, 3, 5",5,1,"1, 2",6,6,1,6,6,6,6,9066s (~2.52 hours),Yes,4,1,1,1,0,1,527
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,11,5,5,4,R,Yes,Yes,1,"Anmerkung zur Angabe, dass ich selbst keine Präregistrierung vorgenommen habe:
Meine Bachelorarbeit ging über das Manybabies I Projekt und wurde im großen Rahmen präregistriert, daher aber nicht gesondert von mir/ meiner Betreuerin.",1,6,6,6,6,6,3,6,6,6,6,643s (~10.72 minutes),Yes,2,1,0,1,0,0,528
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Westfälische Wilhelms-Universität Münster,Westfälische Wilhelms-Universität Münster,Yes,"1, 2, 3",2,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"4, 6, 11, 15",4,5,4,R,Yes,Yes,1,NA,1,1,6,6,6,6,6,6,6,6,6,397s (~6.62 minutes),Yes,3,1,1,1,0,0,529
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,male,Universität Koblenz-Landau,NA,Yes,"1, 3",5,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 4, 5, 6, 7, 9, 10, 14",3,5,4,R,No,Yes,1,NA,1,2,1,6,6,6,6,1,6,6,6,426s (~7.1 minutes),Yes,2,1,0,1,0,0,530
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Westfälische Wilhelms-Universität Münster,NA,No,NA,NA,"1, 2, 3, 4, 7, 8",Did hear of RC,11,4,5,2,R,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180s (~3 minutes),Yes,0,NA,NA,NA,NA,NA,531
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"2, 5, 7, 11, 14, 15",4,4,4,R,Yes,Yes,1,NA,"1, 3",6,6,"1, 2",6,6,6,6,6,6,6,306s (~5.1 minutes),Yes,3,1,1,1,0,0,532
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,4,25,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"11, 14",5,5,3,R,Yes,No,1,NA,"1, 3",6,"1, 3, 5",6,6,6,6,6,6,6,6,393s (~6.55 minutes),Yes,3,1,0,1,0,1,533
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Ludwig-Maximilians-Universität München,NA,Yes,1,1,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"1, 3, 5, 6, 9, 11, 14",5,5,4,R,Yes,Yes,1,NA,1,1,1,6,6,6,6,6,6,6,6,510s (~8.5 minutes),Yes,1,1,0,0,0,0,534
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,NA,NA,No,NA,NA,"2, 3, 5, 7, 8",Did hear of RC,"3, 6, 7, 11",5,5,3,R,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3160s (~52.67 minutes),No,0,NA,NA,NA,NA,NA,535
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Westfälische Wilhelms-Universität Münster,Westfälische Wilhelms-Universität Münster,Yes,"1, 2, 3",1,"1, 2, 3, 4, 6, 7, 8",Did hear of RC,"3, 9",3,5,2,R,No,Yes,1,NA,"1, 3","1, 3",6,6,6,6,6,6,6,6,6,922s (~15.37 minutes),Yes,3,1,1,1,0,0,536
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"5, 11, 12, 14",4,5,5,R Statistics,Yes,Yes,1,"1. wurden nur Grundfächer des Bachelor-Studiengangs genannt. In Göttingen gab es aber im WiSe 17/18 ein Open Science Seminar, woran man teilnehmen konnte (was übrigens toll war). Weiterhin wird im Master extrem viel darauf eingegangen in Gö. Und ich fand die Fragen nicht ganz verständlich. Störvariablen auszuschließen ist perse ja nichts schlechtes, auch wenn es nicht unbedingt als Hypothese behandelt wurde. Solange es als zusätzliche Info gegeben wird und nicht als ""Der Befund"" repräsentiert wird, sehe ich da nichts schlechtes. habe die eine Frage aber so verstanden.",1,"1, 3",6,"1, 2, 3",6,6,3,6,6,6,6,552s (~9.2 minutes),Yes,3,1,1,1,0,0,537
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,23,female,Westfälische Wilhelms-Universität Münster,Georg-August-Universität Göttingen,Yes,"1, 2, 3, 5",6,"2, 4, 5, 6, 9",Did hear of RC,"2, 4, 9, 11",5,5,2,R,Yes,No,1,NA,"1, 2, 3",6,"1, 2, 3",6,6,6,"1, 2",6,6,1,6,467s (~7.78 minutes),Yes,4,1,1,1,0,1,538
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,24,female,NA,NA,Yes,"1, 3, 4, 5",6,"2, 3, 5, 6, 8",Did not hear of RC,NA,4,4,2,R,No,No,1,NA,6,6,"3, 4",1,6,6,6,6,6,6,6,334s (~5.57 minutes),No,4,1,0,1,1,1,539
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,male,NA,NA,Yes,"1, 2, 5",6,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"4, 6",5,5,3,"R,Excel",No,No,1,NA,"1, 2",6,"1, 2, 5",1,6,6,6,6,6,6,6,356s (~5.93 minutes),No,3,1,1,0,0,1,540
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,Universität Hildesheim,NA,No,NA,NA,"2, 11",I don't know,11,3,4,1,SPSS,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476s (~7.93 minutes),No,0,NA,NA,NA,NA,NA,541
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Westfälische Wilhelms-Universität Münster,NA,No,NA,NA,"1, 2, 3, 4, 5, 7",Did hear of RC,"6, 11",5,5,4,R,Not Sure,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241s (~4.02 minutes),Yes,0,NA,NA,NA,NA,NA,542
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Universität Hildesheim,NA,Yes,"1, 2",3,"1, 3, 4, 7",Did hear of RC,"6, 11, 14",4,5,3,SPSS,No,Yes,1,NA,1,1,6,2,6,6,6,6,6,6,6,436s (~7.27 minutes),No,2,1,1,0,0,0,543
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,NA,NA,Yes,1,6,"2, 7, 8",Did hear of RC,"1, 6",4,5,3,R,No,No,1,NA,6,6,1,6,6,6,6,6,6,6,6,231s (~3.85 minutes),No,1,1,0,0,0,0,544
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,22,female,NA,NA,Yes,"1, 5",6,"2, 3, 8",Did hear of RC,"1, 4, 6, 15",5,5,3,R,Yes,Yes,1,NA,5,6,1,"1, 5",6,5,6,6,6,6,1,393s (~6.55 minutes),No,2,1,0,0,0,1,545
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Universität Bielefeld,NA,Yes,1,6,"1, 2, 3, 4, 6, 7, 8, 9",Did hear of RC,"3, 5, 9, 11, 14",3,4,3,R,Not Sure,No,1,NA,6,6,1,1,6,1,6,6,1,1,1,37424s (~10.4 hours),No,1,1,0,0,0,0,546
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,24,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 2, 4",1,"1, 2, 3, 4, 6, 7, 8, 9",Did hear of RC,"2, 14",4,5,4,R,Yes,Yes,1,NA,"1, 2, 4","4, 5","1, 2, 4, 5",2,6,1,6,2,6,6,6,303s (~5.05 minutes),Yes,3,1,1,0,1,0,547
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Georg-August-Universität Göttingen,NA,Yes,"1, 2, 3, 5",6,"1, 2, 3, 4, 5, 7, 8",Did hear of RC,"4, 11, 15",4,4,3,"R,SPSS",Not Sure,Yes,1,NA,"1, 2, 5",6,6,"1, 3",6,6,6,6,6,6,6,460s (~7.67 minutes),Yes,4,1,1,1,0,1,548
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,Ludwig-Maximilians-Universität München,NA,No,NA,NA,11,Did hear of RC,"6, 11",3,4,2,R,Not Sure,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350s (~5.83 minutes),Yes,0,NA,NA,NA,NA,NA,549
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,6,5,5,2,SPSS,No,No,1,Viele Themen wurden mal abgerissen (replikstionskrise) aber nie vernünftig in der Vorlesung vorgestellt,6,6,6,6,6,6,6,6,6,6,6,360s (~6 minutes),No,2,1,0,1,0,0,550
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,27,female,Westfälische Wilhelms-Universität Münster,NA,No,NA,NA,"2, 6",Did hear of RC,"5, 15",4,5,2,"R,SPSS,Excel",Not Sure,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590s (~9.83 minutes),Yes,0,NA,NA,NA,NA,NA,551
Bachelor,NA,NA,NA,NA,NA,NA,Other,Wirtschaftspsychologie,1,39,female,Ruhr-Universität Bochum,NA,No,NA,NA,11,I don't know,15,4,4,1,R,No,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,319s (~5.32 minutes),No,0,NA,NA,NA,NA,NA,552
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,male,NA,NA,No,NA,NA,"1, 2, 3, 5, 6",Did hear of RC,"1, 11",4,5,3,SPSS,Yes,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248s (~4.13 minutes),No,0,NA,NA,NA,NA,NA,553
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,male,NA,NA,Yes,"1, 2",6,2,Did not hear of RC,NA,2,5,4,"SPSS,Excel",No,No,1,NA,6,6,"1, 2",6,6,6,6,6,"1, 2",2,6,919s (~15.32 minutes),No,2,1,1,0,0,0,554
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,male,NA,NA,Yes,1,1,"1, 7, 8",Did hear of RC,"6, 11",3,5,3,SPSS,No,No,1,NA,6,1,6,1,6,6,6,6,6,6,6,976s (~16.27 minutes),No,1,1,0,0,0,0,555
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,male,NA,NA,Yes,"1, 2, 3, 5",1,"1, 2, 4, 5, 6, 7, 8, 9",Did hear of RC,11,5,5,3,SPSS,No,No,1,NA,"1, 2","1, 3, 5",6,6,6,6,6,1,6,6,6,439s (~7.32 minutes),No,4,1,1,1,0,1,556
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,Westfälische Wilhelms-Universität Münster,Westfälische Wilhelms-Universität Münster,Yes,"1, 3, 5","1, 3","1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"4, 5, 11",4,5,3,R,Yes,Not Sure,1,NA,1,"1, 3",6,6,6,6,6,6,6,6,6,579s (~9.65 minutes),Yes,3,1,0,1,0,1,557
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,25,female,Universität Hamburg,NA,Yes,"1, 3",6,"2, 3, 8",Did hear of RC,"4, 11, 14",4,4,2,R,No,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,8879s (~2.47 hours),No,2,1,0,1,0,0,558
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,male,NA,NA,Yes,"1, 2","1, 6","1, 2, 3, 4, 5, 6, 7, 8, 9",Did not hear of RC,NA,4,4,4,SPSS,Not Sure,No,1,NA,"1, 2",6,6,"1, 2",6,6,6,6,6,6,6,1380s (~23 minutes),No,2,1,1,0,0,0,559
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,28,female,NA,NA,Yes,"1, 2, 3, 5",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did not hear of RC,NA,5,5,1,R,No,No,1,NA,"1, 2",3,1,6,6,6,6,6,6,6,6,546s (~9.1 minutes),No,4,1,1,1,0,1,560
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,30,female,NA,NA,Yes,"1, 2, 3",1,"1, 3, 4, 6, 8",Did not hear of RC,NA,5,5,3,R,No,Yes,1,NA,1,"1, 2",3,"2, 3",6,6,6,6,6,6,6,729s (~12.15 minutes),No,3,1,1,1,0,0,561
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,25,male,Universität Hildesheim,NA,Yes,"1, 2, 3, 4",6,"1, 3, 4, 6, 7, 8, 9",Did not hear of RC,NA,4,5,3,"SPSS,MPlus",No,No,1,NA,6,6,2,"1, 2, 3, 4",6,6,6,6,6,6,6,4199s (~1.17 hours),No,4,1,1,1,1,0,562
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,male,NA,NA,No,NA,NA,"1, 2, 5",Did not hear of RC,NA,4,5,2,SPSS,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773s (~12.88 minutes),No,0,NA,NA,NA,NA,NA,563
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,NA,NA,Yes,"1, 2",1,"2, 3, 8, 9",Did hear of RC,"1, 4, 6, 11",3,5,4,SPSS,No,No,1,NA,1,1,1,6,6,6,6,1,1,6,6,448s (~7.47 minutes),No,2,1,1,0,0,0,564
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,4,25,female,NA,Albert-Ludwigs-Universität Freiburg,Yes,"1, 3, 4",6,10,Did not hear of RC,NA,4,5,1,R,No,No,1,NA,6,6,6,"1, 3, 4",6,6,6,6,6,6,6,233s (~3.88 minutes),No,3,1,0,1,1,0,565
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Westfälische Wilhelms-Universität Münster,NA,Yes,1,6,"2, 3, 5, 6, 7, 8",Did hear of RC,"6, 9, 11, 14, 15",4,5,4,R,Not Sure,Not Sure,1,"Was genau in welcher Veranstaltung zum Thema Open Science gesagt wurde, weiß ich nicht mehr genau, aber das Thema wird oft angesprochen.",6,6,6,1,6,6,6,6,6,6,6,913s (~15.22 minutes),Yes,1,1,0,0,0,0,566
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,26,female,NA,NA,Yes,"1, 2, 3",1,"1, 2, 3, 4, 5, 6, 8",I don't know,11,3,5,4,R,No,No,1,NA,6,"1, 2",6,"1, 2",6,6,2,6,6,6,6,491s (~8.18 minutes),No,3,1,1,1,0,0,567
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,male,Otto-Friedrich-Universität Bamberg,NA,Yes,1,6,"1, 2, 3, 4, 6",Did hear of RC,"5, 14",5,5,4,"SPSS,R",Not Sure,No,1,NA,6,6,6,6,6,6,6,6,6,6,6,255s (~4.25 minutes),No,1,1,0,0,0,0,568
I don't study (any more),1,M.Sc.,1,Psychology,NA,NA,NA,NA,NA,25,female,RWTH Aachen,NA,Yes,"1, 2, 3, 4",6,"1, 2, 3, 4, 7, 8, 9",Did hear of RC,1,5,5,4,"SPSS,R",No,No,1,NA,"3, 4",6,6,1,6,6,6,"1, 2, 3, 4",6,6,6,286s (~4.77 minutes),No,4,1,1,1,1,0,569
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,25,female,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,Yes,"1, 3, 4",1,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"2, 11, 14",5,5,3,"R,SPSS",Yes,Yes,1,NA,"2, 4",4,6,1,"1, 3",6,3,6,3,6,6,401s (~6.68 minutes),Yes,3,1,0,1,1,0,570
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Georg-August-Universität Göttingen,NA,Yes,1,1,"1, 2, 3, 4, 5, 6, 7, 8, 9",Did hear of RC,"1, 2, 4, 5, 6, 9, 11",4,5,5,"R,Excel",Yes,Yes,1,NA,1,1,6,6,6,6,6,6,6,6,6,390s (~6.5 minutes),Yes,1,1,0,0,0,0,571
Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Ludwig-Maximilians-Universität München,NA,Yes,"1, 5","1, 3","1, 2, 3, 6, 7, 8",Did hear of RC,11,4,5,4,R,Yes,Yes,1,NA,1,1,6,6,6,6,6,6,6,6,6,344s (~5.73 minutes),Yes,2,1,0,0,0,1,572
I don't study (any more),1,M.Sc.,2,Psychology,NA,NA,NA,NA,NA,27,male,NA,NA,Yes,"1, 2, 3, 4",6,"1, 2, 3, 5, 6, 7, 8",Did not hear of RC,NA,4,5,3,R,No,No,1,NA,"1, 2, 4",6,4,6,6,4,6,6,6,6,6,333s (~5.55 minutes),No,4,1,1,1,1,0,573
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,33,female,NA,NA,Yes,"1, 2, 4",6,"6, 7",Did not hear of RC,NA,5,5,2,SPSS,No,No,1,NA,5,6,1,1,6,2,"1, 2",2,6,6,6,796s (~13.27 minutes),No,3,1,1,0,1,0,574
Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,Justus-Liebig-Universität Gießen,Justus-Liebig-Universität Gießen,Yes,"1, 2, 3, 5",1,"1, 2, 3, 4, 5, 6, 7, 8",Did hear of RC,"4, 7, 9",5,5,3,SPSS,No,No,1,NA,3,3,1,6,2,2,"3, 5",5,2,"2, 5",6,499s (~8.32 minutes),No,4,1,1,1,0,1,575
