session,created,modified,ended,expired,check,study_stage_mc,study_degree_yesno,study_degree,study_degree_year,study_degree_field,study_degree_field_open,study_stage_open,field_of_study_mc,field_of_study_open,semester,age,sex,uni_current,uni_bachelor,emp_experience,exp_specific,prereg_where,specific_qrps_teaching,rc_teaching,rc_teaching_specific,interest,importance,felt_information,software1,nosi,nosi_events_mc,data_ok,comments,id,illog_answ_subj,orp01,orp02,qrp01,qrp02,qrp03,qrp04,qrp05,qrp06,qrp07,qrp08,qrp09,nosi_at_uni,n_projects,n_emp.intern,n_project,n_thesis.bsc,n_thesis.msc,n_other
G30NSL3ew8atwm3cYc5jB4bYhzGtQsBLf42UrVRil8EdyZHkdI7rdLbSAVC9Fimn,2018-11-30T08:53:44Z,2018-11-30T08:59:17Z,2018-11-30T08:59:17Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Other,Soziale Arbeit,11,27,female,Universität Hildesheim,NA,Yes,"2, 5",5,10,no,NA,5,5,2,"Excel,Statistica",No,No,1,NA,311,FALSE,6,6,5,6,6,6,6,6,6,6,6,No,2,0,1,0,0,1
MudNPkT4pTQTk7f3x8uriFVvtDbXWNptUsaUQ-BGOR00kmcnlvSzGtbBgfJl8WD4,2018-11-30T09:12:05Z,2018-11-30T09:17:20Z,2018-11-30T09:17:20Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Otto-Friedrich-Universität Bamberg,NA,Yes,2,6,10,no,NA,5,5,1,SPSS,Yes,No,1,"Bin gerade im Forschungspraktikum, wir führen jetzt eine Studie durch daher habe ich noch nie Datenauswertung gemacht",312,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,1,0,1,0,0,0
BYoIsZBJVyu2BdvLQVltYpuyfkNzrqjYdU0gX8xS-kMAYwGigNsJEtwbQoeev0QV,2018-11-30T09:23:42Z,2018-11-30T09:34:40Z,2018-11-30T09:34:40Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Universität Regensburg,NA,Yes,1,6,"2, 5, 6, 8",no,NA,4,4,2,SPSS,No,No,1,NA,313,TRUE,6,6,6,NA,6,6,6,6,6,6,6,No,1,1,0,0,0,0
89eFXEwxcTBpmS_z79YjCOGY6V_a-ajM3zi-hFcdFRsgA4KLSEDylapIWf7VmFdy,2018-11-30T09:42:58Z,2018-11-30T09:48:02Z,2018-11-30T09:48:02Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,2,22,female,Johannes Gutenberg-Universität Mainz,NA,No,NA,NA,"1, 3, 4, 6, 8",yes,"5, 11",4,4,3,"Excel,SPSS",No,No,1,NA,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
xksZufT0WaAoUhujXu9coROGYY31j6vfVkom1rGXmkgIUxY3bbKASlacihoKVT4s,2018-11-30T10:04:05Z,2018-11-30T10:11:38Z,2018-11-30T10:11:38Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Universität Hildesheim,NA,No,NA,NA,11,yes,15,4,5,3,SPSS,Not Sure,Yes,1,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
98nlHHGngS6la_T1TfxtRzruoJmwH9hA_F7ncYlBKVNFp2Di4ZTfGE85UCg0dY-F,2018-11-30T10:14:36Z,2018-11-30T10:19:05Z,2018-11-30T10:19:05Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,22,female,Julius-Maximilians-Universität Würzburg,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"1, 4, 11, 14",2,4,4,"SPSS,Excel,R",Yes,No,1,NA,316,FALSE,1,1,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
UCxHpvDaEnkzWBYepX_9_TRsiiC4vwtUM24pYjioWJbB2JSzMnVLBb5Y-bLeAbm6,2018-11-30T10:48:45Z,2018-11-30T10:57:19Z,2018-11-30T10:57:19Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,20,female,Otto-Friedrich-Universität Bamberg,NA,Yes,1,6,"1, 3, 4, 5, 6, 7, 8, 9",yes,"1, 4, 6, 11, 14",3,4,4,"SPSS,R,Excel",Not Sure,No,1,NA,317,FALSE,6,6,6,1,6,6,6,6,6,6,6,No,1,1,0,0,0,0
_f0WyPjjA3xtT8IT7pK3zm1vNRvcjbTjs-EvGLpOiwrp2IVKRDqeDS5ymXmf2Bz_,2018-11-30T10:53:22Z,2018-11-30T10:57:42Z,2018-11-30T10:57:42Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Ruhr-Universität Bochum,NA,Yes,1,1,"1, 2, 6, 8, 9",yes,"6, 11",3,5,4,R,Not Sure,Yes,1,NA,318,FALSE,6,1,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
qKWjaaqfgw0o997QWO4HgTQ0uoG0A7L4swD89NxpallY1lE6wsxZdZccv81o2c22,2018-11-30T11:22:10Z,2018-11-30T11:27:40Z,2018-11-30T11:27:40Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Otto-Friedrich-Universität Bamberg,NA,Yes,1,6,"1, 7",yes,4,4,5,2,SPSS,No,No,1,NA,319,FALSE,5,6,"1, 5",6,6,"1, 2",6,6,"2, 5",6,6,No,1,1,0,0,0,0
mcUbk6rrBDfseO9aB2-EKaiEGaL1Xt4yckyhzzYUg0nQpsZUGMF80BY-1aeh7cjy,2018-11-30T11:34:32Z,2018-11-30T11:47:18Z,2018-11-30T11:47:18Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,male,Universität Bielefeld,NA,Yes,1,6,"1, 2, 3, 4, 6, 7, 8",yes,"3, 11",3,3,2,R,Not Sure,No,1,NA,320,TRUE,6,6,1,1,6,NA,6,6,1,6,6,No,1,1,0,0,0,0
jwRryGLmdkJFD7GSRK0J-wuv8Llv8e0yBdGUa-vg08R1hBsklK_56JhCkXa7iMEE,2018-11-30T11:35:35Z,2018-11-30T11:47:32Z,2018-11-30T11:47:32Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Universität Bielefeld,NA,Yes,1,6,"2, 6, 8",yes,"3, 11",4,5,2,R,No,No,1,NA,321,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
6SjtrUiJb1awlBsZtsyJDdBF2EZn8xXZYj_IV-CxfoXRVeMUy8qnBEAqOm30icOs,2018-11-30T11:47:53Z,2018-11-30T11:55:55Z,2018-11-30T11:55:55Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,25,female,Otto-Friedrich-Universität Bamberg,Otto-Friedrich-Universität Bamberg,Yes,"1, 3",6,"1, 2, 3, 4, 5, 6, 7, 8",yes,"5, 11",4,5,2,"SPSS,R,Excel,MPlus",No,No,1,NA,322,TRUE,6,6,3,1,6,NA,1,1,6,6,6,No,2,1,0,1,0,0
FCxu7hDcefnat3DNcG7rnIBErbxDdGXbYaMtCpeaD2ClLqGPnN5-0kvEkDTn1xAc,2018-11-30T11:48:05Z,2018-11-30T11:55:32Z,2018-11-30T11:55:32Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Otto-Friedrich-Universität Bamberg,NA,Yes,"1, 5",6,"1, 2, 3, 4, 5, 6, 7, 8",yes,"1, 5, 14",2,3,2,"SPSS,R",Not Sure,No,1,NA,323,FALSE,6,"1, 5",6,6,5,6,6,6,5,6,6,No,2,1,0,0,0,1
11UNtZ4BbDdOXDmssGb0dxbTP_OPn3WU1uG9dnat6anJHz8qia8HOvT5qVsXCh6V,2018-11-30T11:56:43Z,2018-11-30T12:06:53Z,2018-11-30T12:06:53Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,22,female,Otto-Friedrich-Universität Bamberg,NA,Yes,1,3,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,14,5,5,4,"SPSS,R",No,Yes,1,"Soweit mir bekannt ist gibt es zur Zeit nur ein Seminar, dass dieses Thema konkret thematisiert (in dem ich zufällig bin). Ansonsten wurde es nur kurz in der VL Sozialpsychologie angesprochen. 
Wer das Seminar nicht belegt, wird zumindest über die Vorlesungen meiner Meinung nach nicht gut informiert.",324,FALSE,6,1,1,1,6,6,6,1,1,6,6,No,1,1,0,0,0,0
GYEBw1wLXH7E6cswhbBenE8xNReFXVyuDv5vSyOEAMdXs-dafC8z3cygJiyiJ9Df,2018-11-30T12:25:15Z,2018-11-30T12:33:04Z,2018-11-30T12:33:04Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Georg-August-Universität Göttingen,Albert-Ludwigs-Universität Freiburg,Yes,"1, 3, 4",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"3, 4, 9, 11, 14",4,5,4,R,Yes,Yes,1,NA,325,FALSE,"1, 2, 3, 4",6,6,"1, 3",6,6,6,6,6,6,6,Yes,3,1,0,1,1,0
GKivsCaPnGPjK7tc3fwctlOwU6uO0tIVCzenkHF5bzVvRYyUlBVBtSlAj7nmxPS5,2018-11-30T13:40:42Z,2018-11-30T13:47:20Z,2018-11-30T13:47:20Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Ruhr-Universität Bochum,NA,Yes,"1, 2, 3",3,"1, 3, 4, 5, 6, 7, 8",yes,"3, 5, 6, 9, 11",4,5,4,"R,SPSS",Yes,No,1,NA,326,FALSE,3,5,6,6,6,6,6,6,6,6,6,No,3,1,1,1,0,0
t9i_agK_X1jCIvea1Cyxto45D15p5INtaKitzd9j8YmKz7GXsAW7SODTkZzQ_1u4,2018-11-30T14:06:45Z,2018-11-30T14:10:57Z,2018-11-30T14:10:57Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,21,female,Otto-Friedrich-Universität Bamberg,NA,Yes,2,6,2,yes,14,3,4,1,SPSS,No,No,1,NA,327,FALSE,6,6,6,2,6,6,6,6,6,6,6,No,1,0,1,0,0,0
z5JkJiG2q5ZgalqoetelUNNtlLZ9gRstopKfkVSYihwqt56RpjGC8rXUU5Qayn-H,2018-11-30T14:18:07Z,2018-11-30T14:22:54Z,2018-11-30T14:22:54Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,23,male,Johannes Gutenberg-Universität Mainz,Universität Regensburg,Yes,"1, 2, 3, 5",6,"2, 5",no,NA,5,5,3,SPSS,Not Sure,Not Sure,1,NA,328,FALSE,6,6,6,"1, 3, 5",6,6,6,6,6,5,6,No,4,1,1,1,0,1
tmqdSgHYN81tnKaF0baZ6ks6tnC4aLhAP3_zjLtvuPhq3V4Ulhh5FyzSbQf6irBF,2018-11-30T14:44:57Z,2018-11-30T14:52:21Z,2018-11-30T14:52:21Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,20,female,Universität Regensburg,NA,Yes,1,3,"1, 2, 3, 4, 5, 6, 7, 8",yes,"11, 12",4,5,4,SPSS,No,No,1,NA,329,FALSE,1,1,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
goYspZ4Kt_epngTFBjoF18JMhGml-DXvJnmzMa375_QMk-gtIAoIkVc4K_CFBble,2018-11-30T14:58:57Z,2018-11-30T15:11:55Z,2018-11-30T15:11:55Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,7,23,male,Universität Osnabrück,NA,Yes,"1, 3",6,"2, 3, 4, 5, 6, 7, 8",yes,"1, 11, 14",5,4,3,"SPSS,R",Yes,Yes,1,NA,330,FALSE,6,6,3,"1, 3",6,6,5,6,6,3,6,No,2,1,0,1,0,0
prkQIbpKStTaYi50uAVavrbKwAOh0J2fZdgjl4kvea13udsGpk0ucUSqscN8P4pw,2018-11-30T15:02:54Z,2018-11-30T15:34:39Z,2018-11-30T15:34:39Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Georg-August-Universität Göttingen,Universität Osnabrück,Yes,"1, 3, 4",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"2, 4, 7, 9",2,5,4,R,Yes,Yes,1,NA,331,FALSE,6,6,6,6,6,6,6,6,6,6,6,Yes,3,1,0,1,1,0
CKTXrvigJz4sbiJ5XRgy0bZn0HWNIv9aPqLXNQRZWfJfMrYcXYnAdXYmUR_mig0F,2018-11-30T15:10:14Z,2018-11-30T15:16:21Z,2018-11-30T15:16:21Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,25,male,Georg-August-Universität Göttingen,Universität Osnabrück,Yes,"1, 3, 4",3,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,"2, 14",4,5,5,R,Yes,Yes,1,NA,332,FALSE,4,4,1,3,6,6,1,6,6,1,6,Yes,3,1,0,1,1,0
ZMhcZ9IojwUtTIKmDyliuKh8lyiVgS1eW3weCmc011RAr_U4SWnFMF0717fwQehs,2018-11-30T15:20:24Z,2018-11-30T15:27:32Z,2018-11-30T15:27:32Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,2,30,male,16,Universität Regensburg,Yes,"1, 2, 3, 5",6,11,no,NA,4,3,2,"R,SPSS",No,No,1,NA,333,TRUE,6,6,6,"1, 2, 3, 5",5,6,NA,"3, 5",6,6,6,No,4,1,1,1,0,1
xkYrHjjjluLsaGB3Q0EIMp9JQn1ul424BDBbQ1x6tThOg3MCBuLXiygJ3-EyGjuo,2018-11-30T15:24:29Z,2018-11-30T15:27:57Z,2018-11-30T15:27:57Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,26,male,Justus-Liebig-Universität Gießen,NA,No,NA,NA,11,no,NA,3,5,2,SPSS,Not Sure,Not Sure,1,NA,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
NH_B3LWENw8XXpbetc8R4_p8kxOtjnKoVOoGgkwyWHo_CXuuFA6Yy5sn11jEp1AZ,2018-11-30T15:28:30Z,2018-11-30T15:35:07Z,2018-11-30T15:35:07Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,30,male,Universität Osnabrück,NA,Yes,1,1,"1, 2, 4, 6, 7, 8",unsure,15,5,4,2,SPSS,Not Sure,Not Sure,1,NA,335,FALSE,1,1,1,6,6,6,6,1,6,6,6,No,1,1,0,0,0,0
TTuK4X-2UiRXjia09gSOXJtAhpkZHW_jkxhm5WYf0eo0eL_XavReu1lDWEXbc7_n,2018-11-30T15:35:16Z,2018-11-30T15:39:12Z,2018-11-30T15:39:12Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,21,female,Universität Osnabrück,Universität Hamburg,Yes,"1, 3",6,"2, 3, 6, 7, 9",yes,"10, 11",4,5,3,"SPSS,R",No,No,1,NA,336,TRUE,1,6,6,6,NA,6,6,6,6,6,3,No,2,1,0,1,0,0
0-iVsdiXd_TSzzi_k7OR8MKGHDolVkSU3Lq7UMsCumdx9l-2MVTI_YNNhSptgikE,2018-11-30T15:37:46Z,2018-11-30T15:42:24Z,2018-11-30T15:42:24Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,5,25,female,17,NA,Yes,"1, 2, 3, 4",6,"1, 2, 3, 4, 7, 8, 9",yes,"8, 9, 11",4,5,3,R,No,No,1,NA,337,FALSE,6,6,"1, 3, 4","1, 3, 4","3, 4",1,"1, 2, 3, 4",3,"1, 3",6,6,No,4,1,1,1,1,0
LDxaKEfSIPvZZjk8fpLBvBzyAeowfWtCGVm0RmW-9ea894y5w3d3juDSGcXLnfzb,2018-11-30T15:58:30Z,2018-11-30T16:05:08Z,2018-11-30T16:05:08Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Justus-Liebig-Universität Gießen,NA,Yes,"1, 2, 3","1, 5","1, 3, 4, 5, 6, 7, 8, 9",yes,4,4,5,4,"SPSS,Excel",Yes,Yes,1,NA,338,FALSE,6,"1, 2, 5",6,"1, 2",6,6,6,6,6,6,6,No,3,1,1,1,0,0
FXyjZ8IgHcwIKUtZKNrffxrcCuAmoFvQkXY4kVFT7RASqS7rXVY9B8KptwhHdTUa,2018-11-30T15:59:55Z,2018-11-30T16:03:55Z,2018-11-30T16:03:55Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,24,female,Justus-Liebig-Universität Gießen,NA,Yes,2,6,11,unsure,15,4,3,1,SPSS,No,No,1,NA,339,FALSE,6,6,2,2,2,2,6,6,6,6,6,No,1,0,1,0,0,0
dl7VtqN-97eJ3lvhlwfDBWSzzfIB2cNkiHKrOP49L1bW9XD_8UuBPcYaN8tNJcMs,2018-11-30T16:02:35Z,2018-11-30T16:10:37Z,2018-11-30T16:10:37Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,1,22,female,Justus-Liebig-Universität Gießen,Justus-Liebig-Universität Gießen,Yes,"1, 2, 3, 5",6,"2, 7, 8",no,NA,4,5,2,"SPSS,Excel,SAS",No,Not Sure,1,NA,340,FALSE,6,6,6,"2, 3, 5",6,6,3,3,6,6,6,No,4,1,1,1,0,1
PEQDcpGd65iAwxxH1zFKTk_0j3-TGuDDJAB3l7VnWNOnSRvaCrCpEKHmekvPz8wJ,2018-11-30T16:23:12Z,2018-12-01T08:55:59Z,2018-12-01T08:55:59Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,30,male,Justus-Liebig-Universität Gießen,NA,Yes,"1, 2, 3, 4",6,"2, 4, 5, 8",yes,"4, 14",5,5,3,SPSS,No,No,1,"Ich studiere Psychologie als Zweitstudium und habe vorher schon einen Master of Arts Abschluss in einem anderen Fach erworben. Meine Antworten bezogen sich größtenteils auf das aktuelle Bachelor Psychologie Studium, bis auf diejenigen , wo konkret nach Studienphasen gefragt worden ist.",341,FALSE,5,6,6,5,6,6,6,6,6,6,6,No,4,1,1,1,1,0
xMAqn0xfv7718HM8QnsfxWpv8EUIRJKJqMTGBafGLoZ7t0V-fTxOAWSzXcKgie8E,2018-11-30T16:40:12Z,2018-11-30T16:46:30Z,2018-11-30T16:46:30Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Justus-Liebig-Universität Gießen,Justus-Liebig-Universität Gießen,Yes,"1, 2, 3, 4, 5",6,"2, 3, 4, 5, 6, 7, 8, 9",yes,7,3,2,4,"SPSS,Excel",Not Sure,No,1,NA,342,FALSE,1,6,"1, 3",1,6,6,6,6,6,6,6,No,5,1,1,1,1,1
oRIa1M7le-7OFgJT9q5xbAHK-Lt4m0xat9gN2IP4B0qjLNC8gVC4D5G27mGgKqMw,2018-11-30T16:44:19Z,2018-11-30T16:48:16Z,2018-11-30T16:48:16Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Justus-Liebig-Universität Gießen,NA,Yes,"1, 2",6,3,no,NA,4,5,1,SPSS,No,No,1,NA,343,FALSE,6,6,1,2,6,6,6,6,6,6,6,No,2,1,1,0,0,0
4XLdwcFM9QDyo-TP3Rou9hT69-mhlcGcL1L8_IeJ4Fs8C_Ymc82XHlrgFbCL2UKh,2018-11-30T17:20:49Z,2018-11-30T19:15:59Z,2018-11-30T19:15:59Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,25,female,Universität Bielefeld,NA,Yes,1,"5, 6","1, 2, 4, 5, 6, 7, 8",no,NA,1,4,2,R,No,No,1,NA,344,TRUE,1,NA,1,6,NA,1,6,1,1,1,6,No,1,1,0,0,0,0
CHf58E-Fu3vk4GluwcZnujatifD7VfAJd9k3O7QdIhO1mjKBhP5PXUjlP6p0Za_i,2018-11-30T17:40:57Z,2018-11-30T17:47:13Z,2018-11-30T17:47:13Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Julius-Maximilians-Universität Würzburg,Julius-Maximilians-Universität Würzburg,Yes,"1, 2, 3",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,11,4,5,4,"SPSS,Excel",Not Sure,Yes,1,NA,345,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,3,1,1,1,0,0
s53op4GSRT1CDMdqhmNqDZLHLoGBw2gdmXXAXXfiecY913cj2VaD_G1Mp9ZgtxJg,2018-11-30T18:00:09Z,2018-11-30T18:05:27Z,2018-11-30T18:05:27Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,24,female,Universität Osnabrück,Universität Osnabrück,Yes,"1, 3, 5",6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,15,2,4,4,"SPSS,R",Yes,Yes,1,NA,346,FALSE,1,6,6,6,6,6,6,6,6,6,6,No,3,1,0,1,0,1
t8d-mrqV-woqDciD08-F0KKYV5xhRTc5ZZEGFFFzHvx7vfbIB3q9sRlqhwMHA7hy,2018-11-30T18:01:53Z,2018-11-30T18:05:34Z,2018-11-30T18:05:34Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,20,female,Justus-Liebig-Universität Gießen,NA,No,NA,NA,10,no,NA,4,5,2,"SPSS,Excel",No,No,1,NA,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
HBUOzDQ-_7LW2LEgX2ihgmsxT_0Ktxp0CICWS1hR07Kxj-NSlGg8bVn0ZbMkd02w,2018-11-30T19:11:54Z,2018-11-30T19:16:01Z,2018-11-30T19:16:01Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,19,female,Universität Bielefeld,NA,No,NA,NA,"5, 7, 8",yes,6,3,4,1,R,No,No,1,NA,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
rHM3r1LmrklvAEQkMsYt6CTNST4akXfflHcfxu59tYfwTruwMBi9QnIBGGWgbMV0,2018-11-30T20:13:43Z,2018-11-30T20:24:56Z,2018-11-30T20:24:56Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Universität Osnabrück,Universität Osnabrück,Yes,"1, 2, 3, 5",6,"1, 2, 7, 8",no,NA,5,5,4,"SPSS,R",Yes,Yes,1,NA,349,FALSE,6,6,3,"1, 2, 3, 5",6,3,3,6,3,3,6,No,4,1,1,1,0,1
HXF-Qmwr9YhrOLR2YQl2TMIFiqy5NQBNlAvhe5rC5DHFN_rCjtbdYlsP3OKbjxu7,2018-11-30T21:17:38Z,2018-11-30T21:29:16Z,2018-11-30T21:29:16Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,25,female,Justus-Liebig-Universität Gießen,NA,Yes,"1, 2",6,"1, 2, 3",yes,"3, 5, 7, 11",3,4,2,SPSS,Yes,Yes,1,NA,350,FALSE,"1, 2",6,"1, 2",1,2,"1, 2",6,6,6,6,6,No,2,1,1,0,0,0
t_mBY7r4V4v2UXYKUasNzs4rp_3mN-un01UB9c8lbIvQ20MDnaNZ_Rt5-qhVozSL,2018-12-01T00:39:36Z,2018-12-01T00:45:41Z,2018-12-01T00:45:41Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,6,22,female,Julius-Maximilians-Universität Würzburg,NA,Yes,1,6,"1, 2, 3, 5, 8",yes,11,4,5,3,"SPSS,Excel",No,Yes,1,NA,351,FALSE,6,6,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
fPH7mGeOK855_hcPePvmldbC8fztQ1j77SPv4NeV2tJ0wZnietG2XJxbT-KbjHJl,2018-12-01T07:17:37Z,2018-12-01T07:27:38Z,2018-12-01T07:27:38Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Justus-Liebig-Universität Gießen,NA,Yes,"1, 2, 3",6,"1, 3, 4, 5, 6, 8",yes,"4, 11, 14",4,5,3,"SPSS,Excel",No,No,1,NA,352,FALSE,6,6,6,2,6,6,6,6,6,6,6,No,3,1,1,1,0,0
DWzNeOeYeyEubk1-f2stLSqDirWZwlUMFoa3OG9Nw4U8KOVdv_A8i7vlLpQlEfuY,2018-12-01T10:01:29Z,2018-12-01T10:13:35Z,2018-12-01T10:13:35Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,18,female,Justus-Liebig-Universität Gießen,NA,No,NA,NA,2,no,NA,4,4,1,SPSS,No,No,1,NA,353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
M48JgksJkCK2swlRVZWqzdJ_hzSqU0277odRf0mp4jGaGcHvYjwGbANYJ7jN1Glz,2018-12-01T10:18:22Z,2018-12-01T10:23:12Z,2018-12-01T10:23:12Z,NA,1,Master,NA,NA,NA,NA,NA,NA,Psychology,NA,3,23,female,Julius-Maximilians-Universität Würzburg,Albert-Ludwigs-Universität Freiburg,Yes,"1, 2, 3, 4",1,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,11,3,5,4,"SPSS,Excel",Not Sure,Not Sure,1,NA,354,FALSE,"1, 3","1, 3",6,6,6,6,6,6,6,6,6,No,4,1,1,1,1,0
G_weZ6o82IdHViBICMdmZEDTJvoHtPdqqqjsmpX4fdW1GcfECnJADmTyIgO_EKJX,2018-12-01T11:27:03Z,2018-12-01T11:35:36Z,2018-12-01T11:35:36Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,1,32,male,Universität Bielefeld,NA,No,NA,NA,10,yes,15,3,4,2,R,No,Yes,1,NA,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,NA,NA,NA,NA,NA
vlkAxT7H5fk7j27Z4n_zQMP_rAGznoG3iaJ8r4uHePccceK-dBLSkpycydc3yrbf,2018-12-01T12:44:17Z,2018-12-01T12:52:03Z,2018-12-01T12:52:03Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,3,19,female,Ruhr-Universität Bochum,NA,Yes,1,6,"1, 2, 3, 4, 5, 6, 7, 8, 9",yes,11,4,5,4,R,No,No,1,NA,356,FALSE,6,6,6,1,6,6,6,6,6,6,6,No,1,1,0,0,0,0
yYjdOSPw82ts7CG0HAN3p859i_x9ZKPOr_an-uPE-rLJazwcHize3YK_wiv1TMr7,2018-12-01T12:48:04Z,2018-12-01T12:53:10Z,2018-12-01T12:53:10Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Other,Gesundheitsökonomie,1,21,female,Universität zu Köln,NA,No,NA,NA,2,no,NA,4,5,1,nichts,No,No,1,NA,357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,0,NA,NA,NA,NA,NA
j6At-RdGczkibTWjgffStiHZ7wnLUn-7yFp-Qi4wmNZytgYcTulEo9Ofs7s_mF25,2018-12-01T13:09:46Z,2018-12-01T13:16:15Z,2018-12-01T13:16:15Z,NA,1,Bachelor,NA,NA,NA,NA,NA,NA,Psychology,NA,5,21,female,Julius-Maximilians-Universität Würzburg,NA,Yes,1,1,"1, 2, 3, 4, 5, 6, 7, 8",yes,"11, 14",4,4,5,"SPSS,R,Excel",Not Sure,Yes,1,NA,358,FALSE,1,1,6,6,6,6,6,6,6,6,6,No,1,1,0,0,0,0
