age,sex,semester,study_stage_mc,study_stage_open,uni_bachelor,uni_current,study_degree,study_degree_field,study_degree_year,study_degree_yesno,comments,exp_specific
20,female,6,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,1
20,female,5,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,1
22,male,5,Bachelor,NA,NA,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2, 3"
20,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,female,7,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Veranstaltung zum Thema nur als Angebot von anderen Studierenden, allerdings herrscht wenig interesse vor/die Veranstaltung(ein) werden schlecht beworben etc.","1, 3, 5"
20,female,3,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,1
27,female,5,Master,NA,Universität zu Köln,Universität zu Köln,NA,NA,NA,NA,NA,"1, 4, 5"
21,female,6,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,"1, 3"
27,female,3,Master,NA,Rheinische Friedrich-Wilhelms-Universität Bonn,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 3"
23,female,NA,I don't study (any more),NA,NA,Albert-Ludwigs-Universität Freiburg,M.Sc.,Psychology,1,1,NA,"1, 3, 4"
35,male,4,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
22,female,5,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,1
21,male,3,Bachelor,NA,NA,Universität Koblenz-Landau,NA,NA,NA,NA,NA,1
23,female,1,Master,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,"1, 2, 3"
19,female,3,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
21,female,1,Master,NA,Universität Mannheim,Universität Mannheim,NA,NA,NA,NA,NA,"1, 3"
28,male,5,Master,NA,Georg-August-Universität Göttingen,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,Sehr sinnvoll. Danke! :),"1, 3, 4"
21,no answer,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,female,5,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,"1, 3, 5"
23,female,4,Master,NA,Universität Mannheim,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2, 3, 4"
22,male,5,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 2"
20,female,3,Bachelor,NA,NA,Universität Osnabrück,NA,NA,NA,NA,NA,"1, 3"
19,female,1,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
24,female,1,Master,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 3"
32,female,5,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,2
22,female,1,Master,NA,Julius-Maximilians-Universität Würzburg,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 3, 5"
30,male,3,Other,Promotion,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
23,female,3,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,"Die Frage unter Anleitung einer Lehrkraft,  hätte ich alle mit Nein beatworte müssen. Denn keine Lehrkraft hat gesagt, dass ich sowas machen soll. Aber Naiv habe ich manches gemacht, und mir ist erst im weiteren Verlauf des Studiums bei manchem bewusst geworden, dass das problematisch war.","1, 2, 3"
19,female,1,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
42,female,5,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,Ich arbeite an der Methoden Professur als Hiwi seit 6 Jahrenin verschiedene kontexte werden diese Themen diskutiert und Thematisiert,"1, 3, 4, 5"
21,male,3,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,2
22,female,5,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3"
22,female,NA,I don't study (any more),NA,Technische Universität Chemnitz,NA,B.Sc.,Psychology,1,1,NA,"1, 3, 5"
25,female,NA,I don't study (any more),NA,NA,Universität Mannheim,M.Sc.,Psychology,1,1,NA,"1, 2, 3, 4"
21,female,7,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3"
25,female,3,Master,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,NA,"1, 2, 3"
28,male,7,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2"
21,female,1,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,NA
21,female,5,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2"
22,female,3,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,1
27,female,1,Master,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 3"
22,female,5,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,"An einigen Studien, über die ich Aussagen gemacht habe, war ich nicht bis zum Schluss beteiligt (habe z.B. den Bericht nie gesehen). Ich habe dennoch so wahrheitsgemäß wie möglich geantwortet.","1, 2, 5"
20,male,6,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2, 3, 5"
19,female,1,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
20,female,1,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,NA
26,female,3,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,"Meiner Ansicht nach sollte die Psychologie aufpassen, nicht von einem Extrem ins andere zu geraten. Unter den Open Science-Befürworter sind einige unerträgliche Dogmatiker und die Bewegung nimmt mitunter faschistische Züge an. 
Ich halte es in bestimmten Feldern der Psychologie auch nicht für notwendig, Studien zu präregistrieren (""harte"" kognitive Forschung z.B.), sondern eher für stark behindernd.","1, 2, 3, 4, 5"
25,no answer,1,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3"
22,female,1,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3, 5"
19,female,1,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
20,female,1,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,NA
22,female,1,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,NA
23,male,5,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,1
25,female,5,Master,NA,Georg-August-Universität Göttingen,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
21,female,1,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3"
28,female,3,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3"
22,female,1,Master,NA,Technische Universität Chemnitz,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3"
20,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,7,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2"
18,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,"Auch wenn es nicht explizit genannt wird, geht unser ""Psychologische Methodenlehre""-Professor offen mit dem Thema um und zeigt auf, was eine Empirische Arbeit, Experiment, etc. erfüllen müssen.",NA
26,male,3,Master,NA,Universität zu Köln,Universität zu Köln,NA,NA,NA,NA,NA,"1, 2, 3, 4"
24,female,3,Master,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA,"1, 2, 3"
24,male,3,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,"Bei vielen Fragen wusste ich die Antwort nicht. Zum Beispiel wusste ich nicht, was präregistrieren ist, und konnte dementsprechend nicht mit Sicherheit antworten, ob das schon einmal vorgekommen ist, oder nicht.",1
24,female,3,Master,NA,Universität Hamburg,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2, 3, 5"
32,female,4,Other,Promotion,NA,Universität zu Köln,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
26,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
24,female,3,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3"
24,male,4,Master,NA,Universität Mannheim,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2, 3, 5"
29,male,3,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,"Genauso, wie im Unibetrieb blendet ihr den Bereich der qualitativen Forschung sowie die Vermittlung wissenschaftstheoretischer Grundlagen völlig aus. Mit ein paar mehr quantitativen Praxisinhalten, wird sich das Problem der positivistisch experimentellen Psychologie nicht lösen lassen.",1
26,no answer,1,Master,NA,Technische Universität Chemnitz,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3, 5"
22,male,7,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,"Ich erinnere mich nicht mehr an alles, insbesondere weit zurückliegende Veranstaltungen. Ich habe da angekreuzt, wo ich mir sicher war.","1, 3, 5"
28,male,1,Master,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 3, 5"
22,female,7,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3"
21,male,5,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2, 3, 5"
27,female,4,Master,NA,Justus-Liebig-Universität Gießen,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2, 3, 4"
22,female,1,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3, 5"
19,female,3,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2"
19,female,1,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,NA
34,female,6,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,"Danke, dass ihr das macht! Ich frage mich schon lange, wieso das fast nie in der Lehre vorkommt. In meinen Vorlesungen wird bei älteren Studien nie dazu gesagt, inwieweit sie von der Replikationskrise betroffen sind. Also frage ich mich, wie viel falsches Wissen ich nun eigentlich anhäufe. Ein kritisches Reflektieren des Systems findet hier für Studis hörbar kaum statt. Z.B. über unbefristete Zeitverträge, falsche Anreize für ""signifikante Ergebnisse"", fehlende Verpflichtung zur Veröffentlichung von Studien, die das Fehlen von Zusammenhängen belegen, der Nonsens mit dem Impact Faktor u.ä. Aber irgendwie wundert mich das nicht. Hier wird nicht mal ordentlich auf den Datenschutz der VPn geachtet und in einer Vorlesung wurde zu Demonstrationszwecken ein Experiment durchgeführt, was mir nicht gut tat. Später habe ich den Dozenten darauf angesprochen, worauf ich mir anhören musste, ich wäre dann in diesem Studium wohl falsch. Dass eine Hörsaal-Situation andere Einflussfaktoren hat als ein Labor, dass ich mit anderen Erwartungen dahingehe, als zu einer VP-Stunde, dass es einen Unterschied machen könnte, ob das ein Studi oder ein Dozent durchführt - Alles war ihm egal, einer kritischen, sachlichen Diskussion war er nicht zugänglich. Und dass es mir richtig schlecht ging - ja, das musste dann wohl an mir liegen. Erst der Prof von einer anderen Uni klärte mich auf, dass es durchaus umstritten ist, dieses Experiment in LVn durchzuführen, aber leider seien Dozenten nicht unbedingt auch gute Ethiker, ihnen käme es mehr auf die coole Performance an. Wer so wenig Rücksicht auf VPn nimmt und kritischen Nachfragen von Lernenden nicht zugänglich ist (es könnte sich ja eine fruchtbare, lehrreiche und ECHTE Diskussion ergeben, wo wir nicht bloß Bulimielernfähigkeiten zeigen, oh bloß nicht!) kann imo keine wissenschaftlich gute Forschung betrieben. Wie soll das gehen, wenn kritisches Denken verboten ist? Die Arroganz der Leute, die sich für gottgleich halten, weil sie meinen höher als ihr Forschungsobjekt zu stehen, ist einfach zu groß.",NA
28,male,1,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,NA
21,female,5,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2, 5"
22,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,1
18,female,1,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,"Es könnte vielleicht daran liegen, dass ich erst in meinem 1. Semester bin, weshalb ich relativ wenig zu diesen Themen weiß.",NA
23,female,1,Master,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3"
32,male,1,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 5"
22,female,1,Master,NA,Goethe-Universität Frankfurt,Universität Hamburg,NA,NA,NA,NA,NA,"1, 3, 5"
22,female,3,Master,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
30,female,5,Master,NA,Justus-Liebig-Universität Gießen,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3, 4"
23,female,3,Master,NA,Goethe-Universität Frankfurt,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 3, 5"
21,female,5,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2"
30,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,5
35,male,6,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,5
22,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3"
21,female,1,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,NA
21,female,1,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3, 5"
27,female,4,Master,NA,Johannes Gutenberg-Universität Mainz,Johannes Gutenberg-Universität Mainz,NA,NA,NA,NA,NA,"1, 2, 3"
22,male,7,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,"1, 3"
31,female,8,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 3, 4, 5"
25,female,3,Master,NA,Johannes Gutenberg-Universität Mainz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 3, 4, 5"
25,male,1,Master,NA,Universität Koblenz-Landau,Universität Leipzig,NA,NA,NA,NA,NA,"1, 3, 5"
29,female,7,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 3"
24,female,1,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,NA
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,female,3,Master,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3"
28,female,4,Master,NA,SRH Heidelberg,SRH Heidelberg,NA,NA,NA,NA,NA,"1, 2, 3, 4, 5"
22,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,Universität zu Köln,NA,NA,NA,NA,NA,NA
22,female,1,Master,NA,Technische Universität Chemnitz,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3, 5"
26,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,1
23,female,7,Master,NA,NA,NA,NA,NA,NA,NA,"nicht auf die aktuelle Universität bezogen, hätte ich die meisten Fragen zu Open-Science in der Lehre bejaht.","1, 5"
23,female,1,Master,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2, 3, 5"
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,male,6,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,1
22,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
24,female,1,Master,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Ich hatte ein Seminar ""wissenschaftliche Methoden - Kritik, Kontroversen und Lösungsvorschläge"", dass sehr gut auf diese Themen eingegeangen ist. Dieses ist aber optional und leider nicht für jeden verpflichtend. Daher bin ich zwar relativ gut informiert, aber nicht alle hier an der Uni sind das.","1, 3, 5"
20,male,3,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,1
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,2
20,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,"Ich habe erst 3 Semester an meiner Uni studiert, da ich im Auslandssemester war, bin jedoch offiziell im 5. Semester",2
21,male,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2"
20,male,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,2
20,female,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,female,9,Master,NA,Ruhr-Universität Bochum,NA,NA,NA,NA,NA,"meine Infos über open science habe ich aus einem auslandssemester und großem persönlichem interesse.
vielen dank dass ihr die umfrage macht, hoffentlich bessern sich die zustände an deutschen (und natürlich allen anderen) unis :)","1, 2, 3, 4, 5"
20,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 5"
24,male,4,Master,NA,Julius-Maximilians-Universität Würzburg,Universität Mannheim,NA,NA,NA,NA,NA,"1, 2, 3, 4"
25,female,3,Master,NA,Universität Hamburg,Universität Hamburg,NA,NA,NA,NA,NA,"1, 3, 5"
20,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,male,1,Master,NA,Universität Hamburg,Universität Hamburg,NA,NA,NA,NA,NA,"1, 3, 5"
19,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,Ich weiß leider nicht einmal was open science etc bedeutet.... Das allein sagt aber evtl auch schon etwas aus,NA
21,male,5,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,"1, 3"
29,female,1,Master,NA,Technische Universität Chemnitz,Otto-Friedrich-Universität Bamberg,NA,NA,NA,NA,NA,1
23,female,1,Master,NA,Universität zu Köln,Universität zu Köln,NA,NA,NA,NA,NA,"1, 3"
22,female,3,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,1
24,female,3,Master,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2, 3"
27,female,NA,I don't study (any more),NA,NA,NA,M.Sc.,Psychology,1,1,"Momentan arbeite ich an der FU Berlin; meinen Master habe ich aber an der TU Dresden gemacht und meine Antworten auch auf meine Zeit dort bezogen. ""aktuelle Universität"" also = TU Dresden.","1, 3, 4, 5"
23,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3"
25,female,1,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,2
29,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,male,1,Master,NA,Justus-Liebig-Universität Gießen,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,"Ich arbeite an einer Professur und bereite mich schon auf eine Promotion vor. Die Thematik Replikationskrise ist mir eher von der Arbeit bekannt als rein durch Lehrveranstaltungen, obgleich diese durchaus dort angesprochen wurde.","1, 2, 3, 5"
21,female,5,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,1
24,female,3,Master,NA,Universität Mannheim,Universität Mannheim,NA,NA,NA,NA,NA,"1, 3, 5"
19,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
21,female,3,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,1
20,female,3,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,1
21,female,4,Bachelor,NA,NA,Technische Universität Chemnitz,NA,NA,NA,NA,NA,"1, 2"
23,female,7,Bachelor,NA,NA,Universität Hildesheim,NA,NA,NA,NA,NA,"1, 2, 3"
23,female,1,Master,NA,NA,NA,NA,NA,NA,NA,"Meinem Eindruck nach hängt die Vermittlung von fragwürdigen vorgehen mit Daten etc. und Reflexion der Replikationskrise fast ausschließlich vom Engagement einzelner Dozenten ab. Das finde ich schade, es sollte da klarere Vorgaben oder so geben.","1, 2, 3"
22,female,1,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,NA
21,female,3,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,1
21,female,3,Bachelor,NA,NA,Justus-Liebig-Universität Gießen,NA,NA,NA,NA,NA,"1, 2"
26,female,6,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,"Vielen Dank für die Umfrage - es wäre super, wenn wissenschaftliche Forschung kritischer betrachtet wird und dies auch im Studium generell gelehrt wird und nicht nur bei den Psychologiestudierenden (z.B. Medizinstudenten mit 6 Wochen Statistik-VL...).","1, 2, 5"
23,female,1,Master,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,"1, 2, 3, 5"
22,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
27,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3, 5"
24,female,3,Master,NA,Universität Hamburg,Universität Hamburg,NA,NA,NA,NA,NA,"1, 2, 3, 5"
21,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,female,3,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
21,female,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
18,female,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,female,3,Bachelor,NA,NA,Universität Mannheim,NA,NA,NA,NA,NA,NA
21,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
24,female,2,Master,NA,Justus-Liebig-Universität Gießen,Universität Mannheim,NA,NA,NA,NA,NA,"1, 3"
21,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
24,female,NA,I don't study (any more),NA,NA,NA,M.Sc.,Psychology,1,1,NA,"1, 2, 3, 4"
23,female,2,Master,NA,NA,NA,NA,NA,NA,NA,NA,"2, 3, 4, 5"
28,female,1,Master,NA,NA,NA,NA,NA,NA,NA,"Bei der Frage, ob an der Uni über die Replikationskrise gelehrt wurde, sollte man bei ""ich weiß nicht"" auch angeben in welchen Veranstaltungen. Wenn ich nicht weiß, ob es gelehrt wurde, kann ich zwangsläufig auch nicht angeben, in welchen Veranstaltungen ich nicht weiß, ob es gelehrt wurde. ;-) 
","1, 3"
20,male,1,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,female,2,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
24,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
27,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
27,male,2,Master,NA,NA,NA,NA,NA,NA,NA,"Man kann nicht Jamovi als Software wählen. Es wäre gut gewesen angeben zu können, ob man lieber R gelernt hätte. Somit hättet ihr mit der Umfrage gleich noch zeigen können wie wenig R wirklich eingesetzt wird und wie viel Geld die Unis an IBM für SPSS ausgeben, welches nicht mehr zeitgemäß wäre. Wir haben sehr häufig gehört ""mit Version 20 geht der Test nicht, mit Version 21 schon, mit Version 20 kommt ein falsches Ergebnis raus, beachtet das bei der Verwendung..."" 

Power-Analysen werden in den wenigsten Journals gefordert und angegeben. Es wäre also durchaus wichtig, dass ihr das kritisch diskutiert, wenn ihr die Daten veröffentlicht.

Ich hoffe, dass ihr dem Open Science Gedanken Sorge tragt und die Daten auch veröffentlicht, damit man ganz im Sinne von Replikation nachvollziehen kann, dass sie stimmen.

Eine Abschlussarbeit wurde mir abgelehnt mit Verweis darauf es wäre nur eine Replikationsüberprüfung bestehender Ergebnisse. So viel zum Thema Replikationsüberprüfungen. 

Der Statistik-Lehrstuhl hat uns umfassend über diese Tricks informiert, es aber halt nicht Replikationskrise genannt oder in diesen Kontext gebracht.","1, 2, 3, 4, 5"
27,female,8,Master,NA,Universität Koblenz-Landau,Universität Koblenz-Landau,NA,NA,NA,NA,NA,3
21,male,3,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
21,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
22,female,5,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,1
25,female,NA,I don't study (any more),NA,NA,Ludwig-Maximilians-Universität München,M.Sc.,Psychology,1,1,NA,"1, 2, 3, 4, 5"
30,male,9,Bachelor,NA,NA,NA,NA,NA,NA,NA,"Ich fühle mich zwar gut informiert über die Replikationskrise, wirklich angesprochen wurde es aber nur einmal von einem jungen Professor in einem Seminar im 4.Semester (vllt auch noch vom Gollwitzer in einer seiner vor Selbstverliebtheit triefenden Vorlesungen vor tendenziell zu jungen Erstsemestlern). An dem Termin viel das Referat aus und er hat mit uns so über Forschungsalltag und vorallem auch '' Business "" Seite des Ganzen gesprochen. In dem Zusammenhang auch über mangelnde Ergebnis Replikationen. Könnte also auch Zufall gewesen sein. Gut informiert fühle ich mich eher, weil ich ein paar Paper darüber gelesen habe.","1, 3, 5"
28,female,5,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 2, 3, 4"
24,female,1,Master,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3, 4, 5"
26,female,NA,I don't study (any more),NA,NA,NA,M.Sc.,Psychology,1,1,NA,"1, 3, 4, 5"
22,no answer,NA,I don't study (any more),NA,NA,Albert-Ludwigs-Universität Freiburg,M.Sc.,Psychology,1,1,NA,"1, 3, 4, 5"
26,female,1,Master,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,NA,NA
23,female,1,Master,NA,Albert-Ludwigs-Universität Freiburg,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,"Ich finde es schade, dass die qualitative Forschung überhaupt nicht thematisiert wird","1, 2, 3"
19,female,3,Bachelor,NA,NA,Goethe-Universität Frankfurt,NA,NA,NA,NA,NA,"1, 2"
22,female,3,Bachelor,NA,NA,Albert-Ludwigs-Universität Freiburg,NA,NA,NA,NA,danke dass ihr diese wichtige Arbeit macht!,NA
21,female,3,Bachelor,NA,NA,Universität Leipzig,NA,NA,NA,NA,NA,1
24,female,3,Master,NA,Universität Hildesheim,Universität Bielefeld,NA,NA,NA,NA,NA,"1, 2, 3, 5"
26,female,NA,I don't study (any more),NA,NA,Universität Osnabrück,M.Sc.,Other,1,1,"bei der Skala ""wie sehr interessiert dich..."" von ""gar nicht"" bis ""sehr"" stand ""gar nicht"" oben über der 1 und ""sehr"" unter der 1. Ich hab mal 5 als ""sehr"" angenommen...",NA
23,female,3,Master,NA,Georg-August-Universität Göttingen,Georg-August-Universität Göttingen,NA,NA,NA,NA,NA,"1, 3, 4"
20,female,5,Bachelor,NA,NA,Universität Bielefeld,NA,NA,NA,NA,NA,1
24,male,7,Bachelor,NA,NA,NA,NA,NA,NA,NA,NA,"1, 3"
